index,open,close,low,high,LONGS_SIGNAL,SHORTS_SIGNAL,LONGS_SIGNAL_PA,SHORTS_SIGNAL_PA
637.0,20684.51,20683.05,20650.97,20693.17,0.0,0.0,0.0,0.0
638.0,20685.12,20681.47,20673.27,20712.56,0.0,0.0,0.0,0.0
639.0,20681.47,20682.8,20640.97,20685.51,0.0,0.0,0.0,0.0
640.0,20682.8,20652.92,20632.58,20693.17,0.0,0.0,0.0,0.0
641.0,20649.63,20587.34,20579.84,20672.46,0.0,0.0,0.0,0.0
642.0,20585.23,20592.3,20533.68,20627.16,1.0,0.0,20533.68,0.0
643.0,20594.25,20651.99,20585.32,20658.97,0.0,0.0,0.0,0.0
644.0,20651.81,20606.66,20569.09,20651.81,0.0,0.0,0.0,0.0
645.0,20606.1,20624.02,20584.85,20636.25,0.0,0.0,0.0,0.0
646.0,20623.99,20583.06,20555.0,20631.31,1.0,0.0,20555.0,0.0
647.0,20582.89,20608.28,20572.49,20616.0,0.0,0.0,0.0,0.0
648.0,20606.27,20664.81,20595.05,20665.43,0.0,0.0,0.0,0.0
649.0,20665.45,20726.34,20642.38,20739.59,0.0,0.0,0.0,0.0
650.0,20728.01,20679.92,20666.36,20737.66,0.0,0.0,0.0,0.0
651.0,20679.92,20689.02,20662.85,20701.72,0.0,0.0,0.0,0.0
652.0,20688.96,20693.62,20685.78,20715.92,0.0,0.0,0.0,0.0
653.0,20691.47,20700.54,20680.57,20730.52,0.0,0.0,0.0,0.0
654.0,20698.27,20677.48,20659.14,20719.27,0.0,0.0,0.0,0.0
655.0,20676.74,20697.14,20670.16,20700.26,0.0,0.0,0.0,0.0
656.0,20695.46,20712.74,20686.3,20734.4,0.0,0.0,0.0,0.0
657.0,20712.49,20681.41,20649.93,20724.62,0.0,0.0,0.0,0.0
658.0,20682.48,20656.52,20654.3,20692.93,0.0,0.0,0.0,0.0
659.0,20654.69,20646.37,20641.88,20676.31,0.0,0.0,0.0,0.0
660.0,20646.33,20661.53,20633.98,20663.79,0.0,0.0,0.0,0.0
661.0,20657.6,20634.16,20628.44,20663.44,0.0,0.0,0.0,0.0
662.0,20634.07,20646.39,20616.64,20662.72,1.0,0.0,20616.64,0.0
663.0,20646.39,20649.19,20631.13,20680.1,0.0,0.0,0.0,0.0
664.0,20649.18,20642.42,20636.12,20694.17,0.0,0.0,0.0,0.0
665.0,20639.37,20681.55,20637.94,20687.23,0.0,0.0,0.0,0.0
666.0,20683.08,20732.42,20678.25,20742.29,0.0,0.0,0.0,0.0
667.0,20732.15,20737.57,20716.38,20752.79,0.0,0.0,0.0,0.0
668.0,20737.74,20710.52,20694.64,20742.38,0.0,0.0,0.0,0.0
669.0,20710.47,20725.7,20701.45,20727.05,0.0,0.0,0.0,0.0
670.0,20724.05,20707.37,20699.0,20725.96,0.0,0.0,0.0,0.0
671.0,20706.62,20710.71,20702.57,20748.89,0.0,0.0,0.0,0.0
672.0,20712.37,20696.39,20679.47,20713.74,0.0,0.0,0.0,0.0
673.0,20695.71,20686.53,20662.38,20697.86,0.0,0.0,0.0,0.0
674.0,20688.55,20691.42,20671.8,20708.12,0.0,0.0,0.0,0.0
675.0,20691.38,20658.61,20644.72,20698.16,0.0,0.0,0.0,0.0
676.0,20657.33,20646.58,20645.19,20683.93,0.0,0.0,0.0,0.0
677.0,20646.59,20679.92,20643.19,20684.25,0.0,0.0,0.0,0.0
678.0,20679.49,20628.8,20617.41,20683.44,1.0,0.0,20617.41,0.0
679.0,20629.01,20667.23,20629.01,20857.82,0.0,0.0,0.0,0.0
680.0,20665.27,20644.0,20638.76,20672.13,0.0,0.0,0.0,0.0
681.0,20641.38,20605.04,20605.0,20658.39,0.0,0.0,0.0,0.0
682.0,20607.22,20592.32,20591.77,20761.75,0.0,0.0,0.0,0.0
683.0,20592.52,20613.55,20571.57,20764.21,1.0,0.0,20571.57,0.0
684.0,20613.38,20625.29,20593.41,20632.97,0.0,0.0,0.0,0.0
685.0,20625.76,20650.01,20623.51,20662.53,0.0,0.0,0.0,0.0
686.0,20648.14,20639.69,20624.04,20649.39,0.0,0.0,0.0,0.0
687.0,20640.42,20654.3,20628.36,20665.5,0.0,0.0,0.0,0.0
688.0,20656.19,20645.65,20639.42,20661.66,0.0,0.0,0.0,0.0
689.0,20644.67,20619.21,20613.25,20646.68,0.0,0.0,0.0,0.0
690.0,20619.72,20635.27,20619.72,20674.5,0.0,0.0,0.0,0.0
691.0,20634.2,20650.81,20630.67,20665.34,0.0,0.0,0.0,0.0
692.0,20649.36,20659.95,20647.26,20674.22,0.0,0.0,0.0,0.0
693.0,20658.0,20673.76,20656.01,20683.76,0.0,0.0,0.0,0.0
694.0,20673.76,20660.42,20650.5,20688.4,0.0,1.0,0.0,20688.4
695.0,20658.26,20654.79,20650.27,20678.71,0.0,0.0,0.0,0.0
696.0,20657.53,20595.06,20590.03,20657.53,0.0,0.0,0.0,0.0
697.0,20595.0,20612.8,20582.95,20641.64,0.0,0.0,0.0,0.0
698.0,20614.44,20609.36,20596.72,20633.99,0.0,0.0,0.0,0.0
699.0,20607.63,20609.03,20604.42,20639.32,0.0,0.0,0.0,0.0
700.0,20606.79,20618.54,20606.33,20630.33,0.0,0.0,0.0,0.0
701.0,20616.51,20605.0,20595.49,20635.99,0.0,0.0,0.0,0.0
702.0,20606.07,20603.86,20557.76,20626.29,0.0,0.0,0.0,0.0
703.0,20602.35,20335.58,20253.27,20606.55,0.0,0.0,0.0,0.0
704.0,20328.03,20212.88,20167.99,20357.68,1.0,0.0,20167.99,0.0
705.0,20212.58,20276.87,20201.5,20331.95,0.0,0.0,0.0,0.0
706.0,20278.65,20296.04,20248.8,20318.56,0.0,0.0,0.0,0.0
707.0,20297.86,20237.85,20159.95,20311.72,0.0,0.0,0.0,0.0
708.0,20239.08,20257.16,20202.95,20270.56,0.0,0.0,0.0,0.0
709.0,20257.08,20231.49,20211.1,20266.57,0.0,0.0,0.0,0.0
710.0,20232.35,20155.45,20112.78,20232.38,1.0,0.0,20112.78,0.0
711.0,20155.43,20209.99,20143.88,20224.48,0.0,0.0,0.0,0.0
712.0,20209.98,20240.72,20204.19,20262.11,0.0,0.0,0.0,0.0
713.0,20240.63,20232.52,20169.63,20245.12,0.0,0.0,0.0,0.0
714.0,20230.05,20151.84,20147.56,20244.87,0.0,0.0,0.0,0.0
715.0,20156.41,20197.47,20143.43,20211.42,1.0,0.0,20143.43,0.0
716.0,20197.46,20219.81,20171.81,20220.0,0.0,0.0,0.0,0.0
717.0,20219.21,20253.52,20212.55,20271.27,0.0,0.0,0.0,0.0
718.0,20253.18,20279.13,20249.45,20279.23,0.0,0.0,0.0,0.0
719.0,20277.67,20334.53,20257.3,20389.14,0.0,0.0,0.0,0.0
720.0,20334.53,20306.67,20290.3,20343.72,0.0,0.0,0.0,0.0
721.0,20305.06,20329.04,20291.34,20335.15,0.0,0.0,0.0,0.0
722.0,20325.15,20340.06,20315.35,20343.0,0.0,0.0,0.0,0.0
723.0,20339.53,20304.7,20289.76,20341.97,0.0,0.0,0.0,0.0
724.0,20303.7,20312.7,20298.56,20327.13,0.0,0.0,0.0,0.0
725.0,20312.53,20300.13,20296.19,20337.17,0.0,0.0,0.0,0.0
726.0,20299.92,20319.24,20283.35,20339.21,0.0,0.0,0.0,0.0
727.0,20320.61,20311.81,20288.43,20333.07,0.0,0.0,0.0,0.0
728.0,20311.77,20307.45,20289.36,20316.36,0.0,0.0,0.0,0.0
729.0,20305.99,20255.66,20250.0,20306.27,0.0,0.0,0.0,0.0
730.0,20255.65,20265.76,20255.65,20288.38,0.0,0.0,0.0,0.0
731.0,20265.75,20294.09,20253.57,20298.18,0.0,0.0,0.0,0.0
732.0,20293.24,20283.46,20277.46,20300.31,0.0,0.0,0.0,0.0
733.0,20281.91,20267.02,20261.4,20293.35,0.0,0.0,0.0,0.0
734.0,20268.47,20298.45,20257.6,20301.37,0.0,0.0,0.0,0.0
735.0,20297.72,20316.51,20293.3,20319.04,0.0,1.0,0.0,20319.04
736.0,20312.41,20280.92,20277.53,20312.41,0.0,0.0,0.0,0.0
737.0,20280.9,20286.01,20261.44,20295.92,0.0,0.0,0.0,0.0
738.0,20285.18,20268.29,20246.87,20285.18,0.0,0.0,0.0,0.0
739.0,20267.72,20262.47,20253.19,20281.36,0.0,0.0,0.0,0.0
740.0,20262.47,20277.84,20250.02,20297.23,0.0,1.0,0.0,20297.23
741.0,20279.97,20245.04,20218.24,20283.64,0.0,0.0,0.0,0.0
742.0,20247.56,20218.37,20214.02,20249.58,0.0,0.0,0.0,0.0
743.0,20218.11,20196.03,20164.7,20236.74,0.0,0.0,0.0,0.0
744.0,20195.15,20171.39,20135.0,20197.47,1.0,0.0,20135.0,0.0
745.0,20171.48,20263.69,20164.58,20278.57,0.0,0.0,0.0,0.0
746.0,20263.54,20260.2,20251.22,20285.72,0.0,0.0,0.0,0.0
747.0,20258.21,20230.62,20208.91,20261.44,0.0,0.0,0.0,0.0
748.0,20231.26,20209.75,20205.15,20252.37,0.0,0.0,0.0,0.0
749.0,20206.48,20217.67,20199.77,20235.07,0.0,0.0,0.0,0.0
750.0,20215.75,20229.99,20208.8,20233.93,0.0,0.0,0.0,0.0
751.0,20229.45,20223.17,20217.69,20247.9,0.0,0.0,0.0,0.0
752.0,20222.55,20202.46,20192.15,20236.47,0.0,0.0,0.0,0.0
753.0,20201.44,20217.28,20200.19,20225.05,0.0,0.0,0.0,0.0
754.0,20215.46,20206.08,20193.56,20226.07,0.0,0.0,0.0,0.0
755.0,20203.34,20219.66,20188.0,20224.8,0.0,0.0,0.0,0.0
756.0,20219.65,20224.34,20194.01,20224.34,0.0,0.0,0.0,0.0
757.0,20222.29,20240.73,20219.6,20247.65,0.0,0.0,0.0,0.0
758.0,20240.56,20240.09,20226.56,20249.79,0.0,0.0,0.0,0.0
759.0,20240.05,20238.87,20208.99,20250.81,0.0,0.0,0.0,0.0
760.0,20241.33,20204.65,20200.61,20243.19,0.0,0.0,0.0,0.0
761.0,20204.43,20191.01,20178.86,20216.66,0.0,0.0,0.0,0.0
762.0,20190.73,20207.61,20190.73,20234.18,0.0,0.0,0.0,0.0
763.0,20207.56,20165.0,20161.81,20212.0,0.0,0.0,0.0,0.0
764.0,20165.0,20166.99,20156.48,20184.88,0.0,0.0,0.0,0.0
765.0,20163.62,20184.04,20146.95,20185.82,0.0,0.0,0.0,0.0
766.0,20181.75,20183.85,20153.55,20205.37,0.0,1.0,0.0,20205.37
767.0,20183.85,20185.28,20174.27,20190.43,0.0,0.0,0.0,0.0
768.0,20187.23,20187.84,20180.66,20202.64,0.0,0.0,0.0,0.0
769.0,20186.53,20164.84,20154.67,20190.48,0.0,0.0,0.0,0.0
770.0,20166.22,20147.03,20136.51,20178.91,0.0,0.0,0.0,0.0
771.0,20144.01,20168.39,20120.19,20174.36,0.0,0.0,0.0,0.0
772.0,20165.55,20149.97,20141.55,20177.54,0.0,0.0,0.0,0.0
773.0,20149.8,20163.05,20132.21,20164.05,0.0,0.0,0.0,0.0
774.0,20162.72,20116.36,20050.0,20166.8,0.0,0.0,0.0,0.0
775.0,20112.27,19993.73,19932.42,20119.34,1.0,0.0,19932.42,0.0
776.0,19995.71,20064.14,19969.59,20099.92,0.0,0.0,0.0,0.0
777.0,20059.74,20075.33,20029.18,20080.74,0.0,0.0,0.0,0.0
778.0,20075.23,20097.31,20072.43,20118.52,0.0,1.0,0.0,20118.52
779.0,20094.84,20082.21,20053.88,20115.47,0.0,0.0,0.0,0.0
780.0,20078.48,20031.77,20020.25,20078.51,0.0,0.0,0.0,0.0
781.0,20029.93,20001.09,19992.4,20036.19,1.0,0.0,19992.4,0.0
782.0,20002.23,20043.95,19992.95,20059.35,0.0,0.0,0.0,0.0
783.0,20043.9,20102.88,20040.85,20115.01,0.0,0.0,0.0,0.0
784.0,20103.05,20132.2,20091.6,20151.07,0.0,0.0,0.0,0.0
785.0,20130.51,20129.27,20106.91,20156.15,0.0,0.0,0.0,0.0
786.0,20129.66,20141.78,20102.88,20161.9,0.0,0.0,0.0,0.0
787.0,20139.98,20131.62,20112.21,20155.78,0.0,0.0,0.0,0.0
788.0,20129.93,20111.06,20107.01,20162.46,0.0,0.0,0.0,0.0
789.0,20112.35,20117.86,20095.03,20120.8,1.0,0.0,20095.03,0.0
790.0,20116.19,20121.33,20102.05,20133.04,0.0,0.0,0.0,0.0
791.0,20118.91,20142.55,20113.01,20152.77,0.0,0.0,0.0,0.0
792.0,20142.46,20179.21,20142.36,20247.12,0.0,0.0,0.0,0.0
793.0,20176.64,20142.0,20132.06,20199.26,0.0,0.0,0.0,0.0
794.0,20141.79,20141.3,20127.03,20156.78,0.0,0.0,0.0,0.0
795.0,20141.34,20165.97,20128.84,20166.85,0.0,0.0,0.0,0.0
796.0,20164.09,20165.52,20145.65,20167.43,0.0,0.0,0.0,0.0
797.0,20165.52,20178.13,20149.63,20187.88,0.0,0.0,0.0,0.0
798.0,20179.93,20164.37,20150.24,20179.93,0.0,0.0,0.0,0.0
799.0,20166.07,20145.81,20139.73,20174.37,0.0,0.0,0.0,0.0
800.0,20146.27,20141.07,20133.23,20162.14,1.0,0.0,20133.23,0.0
801.0,20140.66,20192.7,20138.16,20193.85,0.0,0.0,0.0,0.0
802.0,20189.1,20201.2,20165.41,20209.16,0.0,0.0,0.0,0.0
803.0,20199.7,20220.82,20189.6,20230.76,0.0,0.0,0.0,0.0
804.0,20224.68,20230.3,20207.06,20230.37,0.0,0.0,0.0,0.0
805.0,20227.38,20225.54,20213.92,20234.92,0.0,0.0,0.0,0.0
806.0,20223.95,20226.15,20205.25,20235.75,0.0,0.0,0.0,0.0
807.0,20226.09,20260.32,20219.43,20267.06,0.0,0.0,0.0,0.0
808.0,20258.69,20273.38,20244.67,20283.29,0.0,0.0,0.0,0.0
809.0,20271.7,20247.18,20242.3,20281.11,0.0,0.0,0.0,0.0
810.0,20247.18,20252.35,20245.33,20270.4,0.0,0.0,0.0,0.0
811.0,20251.3,20252.69,20245.8,20261.45,0.0,0.0,0.0,0.0
812.0,20252.29,20260.86,20228.72,20262.26,0.0,0.0,0.0,0.0
813.0,20260.9,20254.95,20246.29,20267.93,0.0,0.0,0.0,0.0
814.0,20253.44,20275.23,20252.9,20275.23,0.0,0.0,0.0,0.0
815.0,20273.65,20265.91,20248.11,20276.01,0.0,1.0,0.0,20276.01
816.0,20269.78,20263.68,20245.36,20273.93,0.0,0.0,0.0,0.0
817.0,20264.05,20255.96,20247.85,20264.05,0.0,0.0,0.0,0.0
818.0,20255.96,20237.81,20222.88,20256.94,0.0,0.0,0.0,0.0
819.0,20237.43,20218.82,20212.95,20243.57,0.0,0.0,0.0,0.0
820.0,20219.62,20204.14,20189.59,20221.63,0.0,0.0,0.0,0.0
821.0,20204.15,20199.1,20178.68,20207.29,0.0,0.0,0.0,0.0
822.0,20199.27,20202.75,20172.14,20202.84,0.0,0.0,0.0,0.0
823.0,20201.86,20185.61,20180.47,20215.41,0.0,0.0,0.0,0.0
824.0,20184.32,20168.26,20157.6,20189.18,0.0,0.0,0.0,0.0
825.0,20168.26,20162.38,20146.56,20177.54,0.0,0.0,0.0,0.0
826.0,20162.63,20150.12,20138.9,20170.87,0.0,0.0,0.0,0.0
827.0,20147.27,20169.19,20141.12,20179.1,0.0,0.0,0.0,0.0
828.0,20169.98,20170.95,20163.41,20180.33,0.0,0.0,0.0,0.0
829.0,20172.01,20177.09,20163.24,20188.06,0.0,0.0,0.0,0.0
830.0,20172.58,20166.35,20147.96,20177.87,0.0,0.0,0.0,0.0
831.0,20165.99,20155.73,20147.96,20175.47,0.0,0.0,0.0,0.0
832.0,20155.57,20153.83,20150.77,20168.46,0.0,0.0,0.0,0.0
833.0,20151.85,20175.2,20147.8,20178.2,0.0,0.0,0.0,0.0
834.0,20174.07,20188.6,20171.72,20207.2,0.0,0.0,0.0,0.0
835.0,20186.52,20208.57,20181.64,20220.15,0.0,0.0,0.0,0.0
836.0,20207.43,20212.64,20184.8,20213.52,0.0,0.0,0.0,0.0
837.0,20210.74,20229.5,20208.23,20245.64,0.0,0.0,0.0,0.0
838.0,20229.63,20210.72,20196.49,20232.17,0.0,0.0,0.0,0.0
839.0,20210.52,20197.73,20188.55,20214.62,0.0,0.0,0.0,0.0
840.0,20199.38,20217.68,20196.63,20226.56,0.0,0.0,0.0,0.0
841.0,20219.35,20218.74,20212.31,20234.16,0.0,0.0,0.0,0.0
842.0,20217.05,20218.09,20208.34,20230.9,0.0,0.0,0.0,0.0
843.0,20217.37,20211.8,20199.23,20224.65,0.0,0.0,0.0,0.0
844.0,20211.8,20182.48,20181.22,20218.87,0.0,0.0,0.0,0.0
845.0,20182.71,20211.14,20168.97,20212.45,0.0,0.0,0.0,0.0
846.0,20211.97,20197.79,20191.12,20217.14,0.0,0.0,0.0,0.0
847.0,20196.24,20190.98,20188.63,20205.64,0.0,0.0,0.0,0.0
848.0,20190.96,20178.46,20175.6,20208.43,0.0,0.0,0.0,0.0
849.0,20176.93,20176.01,20173.98,20200.27,0.0,0.0,0.0,0.0
850.0,20176.4,20187.75,20171.95,20188.36,0.0,0.0,0.0,0.0
851.0,20187.72,20211.92,20181.66,20216.63,0.0,0.0,0.0,0.0
852.0,20208.17,20220.85,20205.96,20234.56,0.0,0.0,0.0,0.0
853.0,20220.82,20228.88,20198.79,20237.32,0.0,0.0,0.0,0.0
854.0,20226.43,20216.7,20211.08,20230.12,0.0,0.0,0.0,0.0
855.0,20216.11,20251.17,20213.59,20257.58,0.0,0.0,0.0,0.0
856.0,20253.15,20215.8,20206.12,20255.01,0.0,0.0,0.0,0.0
857.0,20214.26,20219.91,20202.0,20227.57,0.0,0.0,0.0,0.0
858.0,20218.05,20218.02,20206.13,20225.45,0.0,0.0,0.0,0.0
859.0,20216.32,20233.21,20216.31,20240.46,0.0,0.0,0.0,0.0
860.0,20234.37,20233.41,20218.86,20237.13,0.0,0.0,0.0,0.0
861.0,20234.69,20227.62,20225.03,20249.08,0.0,0.0,0.0,0.0
862.0,20227.01,20207.59,20200.01,20229.68,0.0,0.0,0.0,0.0
863.0,20204.62,20189.58,20188.33,20210.73,0.0,0.0,0.0,0.0
864.0,20188.28,20194.75,20184.0,20196.58,0.0,0.0,0.0,0.0
