ts-5,open,close,low,high,index
2022-08-24 12:35:00,21451.69,21446.89,21443.87,21464.87,0
2022-08-24 12:40:00,21443.79,21432.22,21419.48,21461.64,1
2022-08-24 12:45:00,21433.24,21432.76,21422.3,21449.37,2
2022-08-24 12:50:00,21434.29,21473.47,21422.32,21510.19,3
2022-08-24 12:55:00,21473.58,21488.95,21471.67,21496.53,4
2022-08-24 13:00:00,21486.16,21484.97,21475.14,21508.03,5
2022-08-24 13:05:00,21486.02,21488.05,21477.95,21511.18,6
2022-08-24 13:10:00,21486.07,21467.64,21461.92,21492.94,7
2022-08-24 13:15:00,21469.48,21455.05,21452.77,21476.83,8
2022-08-24 13:20:00,21455.22,21447.01,21441.11,21472.58,9
2022-08-24 13:25:00,21447.01,21437.3,21427.67,21460.44,10
2022-08-24 13:30:00,21437.31,21378.69,21376.25,21456.6,11
2022-08-24 13:35:00,21377.86,21477.63,21368.94,21479.27,12
2022-08-24 13:40:00,21474.38,21470.64,21448.82,21487.1,13
2022-08-24 13:45:00,21471.12,21447.42,21421.63,21484.81,14
2022-08-24 13:50:00,21446.86,21443.31,21430.09,21484.2,15
2022-08-24 13:55:00,21443.24,21437.05,21417.39,21451.83,16
2022-08-24 14:00:00,21440.31,21411.74,21401.88,21480.59,17
2022-08-24 14:05:00,21409.87,21416.03,21401.95,21447.45,18
2022-08-24 14:10:00,21416.72,21453.65,21415.29,21466.86,19
2022-08-24 14:15:00,21454.14,21486.44,21446.92,21489.11,20
2022-08-24 14:20:00,21487.25,21507.02,21469.01,21507.02,21
2022-08-24 14:25:00,21506.16,21529.67,21500.01,21560.42,22
2022-08-24 14:30:00,21531.55,21519.4,21499.57,21555.21,23
2022-08-24 14:35:00,21519.41,21491.68,21483.85,21540.66,24
2022-08-24 14:40:00,21490.88,21465.77,21453.54,21497.9,25
2022-08-24 14:45:00,21465.94,21483.06,21453.56,21486.0,26
2022-08-24 14:50:00,21483.66,21464.79,21460.67,21486.14,27
2022-08-24 14:55:00,21465.62,21467.65,21451.73,21489.2,28
2022-08-24 15:00:00,21466.94,21472.17,21453.45,21492.51,29
2022-08-24 15:05:00,21472.17,21502.17,21470.41,21508.01,30
2022-08-24 15:10:00,21502.17,21544.26,21484.45,21544.96,31
2022-08-24 15:15:00,21544.05,21551.27,21527.76,21593.4,32
2022-08-24 15:20:00,21551.27,21586.86,21548.82,21587.94,33
2022-08-24 15:25:00,21586.42,21594.48,21573.22,21616.49,34
2022-08-24 15:30:00,21590.16,21573.63,21552.4,21601.26,35
2022-08-24 15:35:00,21574.47,21558.81,21554.45,21587.27,36
2022-08-24 15:40:00,21560.5,21583.7,21551.84,21586.4,37
2022-08-24 15:45:00,21583.68,21573.61,21570.53,21599.96,38
2022-08-24 15:50:00,21573.64,21632.63,21566.99,21648.72,39
2022-08-24 15:55:00,21632.74,21623.3,21587.4,21641.99,40
2022-08-24 16:00:00,21623.26,21668.97,21611.18,21677.0,41
2022-08-24 16:05:00,21670.79,21888.08,21669.46,21890.0,42
2022-08-24 16:10:00,21886.69,21813.28,21780.07,21925.0,43
2022-08-24 16:15:00,21811.4,21788.27,21734.4,21827.96,44
2022-08-24 16:20:00,21790.78,21749.28,21722.02,21793.13,45
2022-08-24 16:25:00,21748.8,21750.45,21740.72,21804.27,46
2022-08-24 16:30:00,21751.59,21784.39,21741.72,21787.82,47
2022-08-24 16:35:00,21783.93,21709.9,21694.41,21783.93,48
2022-08-24 16:40:00,21710.04,21690.44,21668.67,21714.89,49
2022-08-24 16:45:00,21689.24,21715.99,21679.87,21732.53,50
2022-08-24 16:50:00,21716.02,21720.22,21688.06,21731.56,51
2022-08-24 16:55:00,21721.38,21716.45,21713.61,21737.85,52
2022-08-24 17:00:00,21715.78,21716.22,21701.41,21735.14,53
2022-08-24 17:05:00,21716.22,21762.17,21712.41,21781.13,54
2022-08-24 17:10:00,21761.76,21748.03,21733.72,21767.75,55
2022-08-24 17:15:00,21749.01,21711.98,21711.98,21766.7,56
2022-08-24 17:20:00,21713.55,21650.4,21645.42,21723.52,57
2022-08-24 17:25:00,21651.88,21642.67,21626.65,21673.27,58
2022-08-24 17:30:00,21640.06,21664.08,21638.8,21675.26,59
2022-08-24 17:35:00,21664.08,21643.55,21621.23,21669.3,60
2022-08-24 17:40:00,21642.22,21643.33,21627.51,21653.99,61
2022-08-24 17:45:00,21642.28,21646.14,21623.01,21656.16,62
2022-08-24 17:50:00,21645.19,21608.29,21604.63,21650.93,63
2022-08-24 17:55:00,21606.21,21632.45,21604.94,21637.69,64
2022-08-24 18:00:00,21632.36,21648.71,21623.12,21655.05,65
2022-08-24 18:05:00,21647.79,21674.12,21627.52,21682.45,66
2022-08-24 18:10:00,21672.87,21666.09,21657.37,21684.77,67
2022-08-24 18:15:00,21666.04,21695.65,21664.95,21703.5,68
2022-08-24 18:20:00,21694.22,21703.51,21685.59,21712.14,69
2022-08-24 18:25:00,21703.02,21699.1,21693.67,21728.16,70
2022-08-24 18:30:00,21699.48,21676.97,21660.45,21702.28,71
2022-08-24 18:35:00,21677.0,21677.26,21668.74,21689.28,72
2022-08-24 18:40:00,21677.94,21697.12,21675.4,21706.03,73
2022-08-24 18:45:00,21697.79,21663.33,21663.33,21700.74,74
2022-08-24 18:50:00,21664.42,21681.48,21657.48,21685.0,75
2022-08-24 18:55:00,21682.62,21673.86,21661.94,21688.96,76
2022-08-24 19:00:00,21673.89,21686.21,21671.14,21695.27,77
2022-08-24 19:05:00,21686.21,21722.67,21685.16,21732.81,78
2022-08-24 19:10:00,21723.11,21750.32,21711.26,21758.55,79
2022-08-24 19:15:00,21753.5,21754.39,21736.48,21761.49,80
2022-08-24 19:20:00,21754.04,21757.09,21726.93,21759.69,81
2022-08-24 19:25:00,21756.93,21748.41,21739.63,21778.67,82
2022-08-24 19:30:00,21749.56,21785.27,21742.22,21788.93,83
2022-08-24 19:35:00,21782.8,21797.28,21773.03,21808.49,84
2022-08-24 19:40:00,21796.44,21782.89,21773.24,21810.87,85
2022-08-24 19:45:00,21780.48,21775.93,21753.22,21785.44,86
2022-08-24 19:50:00,21775.91,21730.18,21720.59,21781.1,87
2022-08-24 19:55:00,21729.36,21711.17,21701.0,21740.25,88
2022-08-24 20:00:00,21710.33,21708.31,21700.0,21739.02,89
2022-08-24 20:05:00,21705.02,21687.65,21677.61,21709.02,90
2022-08-24 20:10:00,21686.16,21712.16,21680.73,21718.1,91
2022-08-24 20:15:00,21712.15,21744.26,21706.34,21765.11,92
2022-08-24 20:20:00,21744.4,21730.25,21695.78,21754.3,93
2022-08-24 20:25:00,21728.67,21714.78,21709.47,21732.01,94
2022-08-24 20:30:00,21714.8,21702.6,21701.89,21729.28,95
2022-08-24 20:35:00,21699.79,21700.27,21693.51,21722.33,96
2022-08-24 20:40:00,21700.27,21710.62,21692.05,21718.85,97
2022-08-24 20:45:00,21712.73,21712.94,21702.29,21720.61,98
2022-08-24 20:50:00,21713.31,21704.76,21702.84,21729.78,99
2022-08-24 20:55:00,21704.38,21692.96,21679.6,21707.0,100
2022-08-24 21:00:00,21693.77,21687.87,21679.4,21703.78,101
2022-08-24 21:05:00,21687.81,21670.42,21667.36,21691.71,102
2022-08-24 21:10:00,21669.56,21679.0,21663.69,21689.93,103
2022-08-24 21:15:00,21679.0,21703.92,21672.33,21707.25,104
2022-08-24 21:20:00,21703.91,21707.75,21685.71,21711.78,105
2022-08-24 21:25:00,21707.76,21709.67,21704.94,21721.83,106
2022-08-24 21:30:00,21709.62,21671.91,21667.51,21711.98,107
2022-08-24 21:35:00,21671.37,21700.42,21670.59,21704.4,108
2022-08-24 21:40:00,21699.85,21692.75,21680.78,21706.76,109
2022-08-24 21:45:00,21691.25,21675.5,21673.01,21694.96,110
2022-08-24 21:50:00,21675.5,21679.07,21662.17,21690.53,111
2022-08-24 21:55:00,21679.17,21591.55,21541.88,21679.91,112
2022-08-24 22:00:00,21592.14,21561.27,21544.25,21655.01,113
2022-08-24 22:05:00,21561.23,21557.13,21539.53,21591.07,114
2022-08-24 22:10:00,21557.11,21570.4,21533.38,21579.07,115
2022-08-24 22:15:00,21572.47,21518.81,21508.52,21573.83,116
2022-08-24 22:20:00,21517.99,21496.8,21492.45,21533.57,117
2022-08-24 22:25:00,21496.79,21508.88,21460.0,21526.93,118
2022-08-24 22:30:00,21506.46,21490.43,21450.0,21520.5,119
2022-08-24 22:35:00,21492.96,21495.16,21486.87,21521.43,120
2022-08-24 22:40:00,21496.1,21534.23,21489.86,21538.0,121
2022-08-24 22:45:00,21534.22,21500.2,21499.9,21539.21,122
2022-08-24 22:50:00,21500.56,21488.55,21480.0,21515.64,123
2022-08-24 22:55:00,21488.86,21491.93,21483.56,21508.16,124
2022-08-24 23:00:00,21491.76,21497.97,21476.75,21523.22,125
2022-08-24 23:05:00,21499.04,21489.33,21481.45,21503.35,126
2022-08-24 23:10:00,21487.04,21502.47,21477.05,21508.47,127
2022-08-24 23:15:00,21503.01,21518.41,21498.02,21526.74,128
2022-08-24 23:20:00,21519.59,21505.84,21501.76,21532.05,129
2022-08-24 23:25:00,21505.82,21486.21,21451.51,21505.82,130
2022-08-24 23:30:00,21486.03,21432.87,21412.2,21492.79,131
2022-08-24 23:35:00,21434.28,21446.83,21425.72,21458.49,132
2022-08-24 23:40:00,21449.15,21386.88,21371.87,21458.32,133
2022-08-24 23:45:00,21385.13,21373.02,21360.32,21410.75,134
2022-08-24 23:50:00,21372.5,21369.15,21363.65,21385.16,135
2022-08-24 23:55:00,21366.01,21367.12,21358.14,21388.5,136
2022-08-25 00:00:00,21367.12,21367.2,21322.16,21372.51,137
2022-08-25 00:05:00,21365.98,21397.74,21361.1,21405.4,138
2022-08-25 00:10:00,21396.45,21318.11,21316.59,21402.43,139
2022-08-25 00:15:00,21318.04,21359.74,21307.32,21373.11,140
2022-08-25 00:20:00,21359.63,21353.6,21332.54,21370.66,141
2022-08-25 00:25:00,21356.11,21356.99,21348.84,21371.11,142
2022-08-25 00:30:00,21355.95,21427.31,21351.54,21441.81,143
2022-08-25 00:35:00,21427.01,21446.39,21417.1,21454.04,144
2022-08-25 00:40:00,21446.23,21455.69,21435.5,21468.87,145
2022-08-25 00:45:00,21455.35,21475.4,21449.57,21487.21,146
2022-08-25 00:50:00,21473.94,21481.8,21462.67,21485.0,147
2022-08-25 00:55:00,21481.12,21480.0,21464.02,21482.84,148
2022-08-25 01:00:00,21480.86,21494.45,21462.73,21516.04,149
2022-08-25 01:05:00,21494.35,21490.32,21476.85,21523.12,150
2022-08-25 01:10:00,21491.91,21494.77,21489.32,21508.34,151
2022-08-25 01:15:00,21494.52,21533.68,21484.1,21541.62,152
2022-08-25 01:20:00,21533.01,21533.51,21517.82,21550.78,153
2022-08-25 01:25:00,21532.5,21539.94,21528.72,21563.46,154
2022-08-25 01:30:00,21537.5,21593.2,21537.47,21612.95,155
2022-08-25 01:35:00,21590.75,21601.49,21589.27,21638.25,156
2022-08-25 01:40:00,21602.31,21626.83,21592.96,21637.25,157
2022-08-25 01:45:00,21626.86,21609.98,21586.8,21627.91,158
2022-08-25 01:50:00,21608.18,21571.42,21563.99,21617.62,159
2022-08-25 01:55:00,21574.29,21553.55,21540.34,21578.82,160
2022-08-25 02:00:00,21553.47,21565.97,21533.57,21571.3,161
2022-08-25 02:05:00,21565.88,21547.41,21538.95,21580.26,162
2022-08-25 02:10:00,21547.49,21532.72,21531.1,21556.4,163
2022-08-25 02:15:00,21532.63,21535.44,21523.31,21552.96,164
2022-08-25 02:20:00,21537.05,21533.29,21518.49,21544.7,165
2022-08-25 02:25:00,21531.5,21528.25,21523.23,21543.15,166
2022-08-25 02:30:00,21526.2,21535.1,21508.63,21545.02,167
2022-08-25 02:35:00,21533.76,21530.07,21514.3,21534.98,168
2022-08-25 02:40:00,21530.06,21547.06,21523.31,21557.45,169
2022-08-25 02:45:00,21547.01,21533.09,21521.18,21548.28,170
2022-08-25 02:50:00,21533.08,21529.97,21512.94,21536.25,171
2022-08-25 02:55:00,21529.9,21525.94,21516.57,21543.41,172
2022-08-25 03:00:00,21526.05,21517.27,21513.3,21540.8,173
2022-08-25 03:05:00,21514.37,21560.74,21483.7,21563.14,174
2022-08-25 03:10:00,21557.11,21575.0,21546.87,21575.0,175
2022-08-25 03:15:00,21574.47,21554.06,21549.86,21596.38,176
2022-08-25 03:20:00,21554.06,21526.4,21526.07,21560.18,177
2022-08-25 03:25:00,21526.4,21526.78,21508.75,21533.29,178
2022-08-25 03:30:00,21526.87,21446.11,21439.25,21531.3,179
2022-08-25 03:35:00,21445.12,21487.41,21423.0,21488.14,180
2022-08-25 03:40:00,21485.44,21475.77,21470.56,21504.49,181
2022-08-25 03:45:00,21475.77,21466.87,21461.72,21486.63,182
2022-08-25 03:50:00,21466.83,21472.72,21454.99,21478.99,183
2022-08-25 03:55:00,21471.28,21466.92,21447.59,21476.44,184
2022-08-25 04:00:00,21466.8,21483.88,21459.41,21491.3,185
2022-08-25 04:05:00,21483.81,21503.76,21480.75,21515.44,186
2022-08-25 04:10:00,21503.66,21526.73,21501.38,21536.49,187
2022-08-25 04:15:00,21526.69,21524.63,21500.0,21530.1,188
2022-08-25 04:20:00,21524.63,21510.62,21503.31,21531.0,189
2022-08-25 04:25:00,21509.55,21522.55,21501.92,21532.86,190
2022-08-25 04:30:00,21522.66,21562.35,21516.69,21562.35,191
2022-08-25 04:35:00,21560.75,21542.69,21539.54,21562.34,192
2022-08-25 04:40:00,21542.57,21531.81,21527.2,21554.15,193
2022-08-25 04:45:00,21530.58,21540.15,21524.01,21543.89,194
2022-08-25 04:50:00,21540.16,21527.68,21516.33,21543.5,195
2022-08-25 04:55:00,21526.98,21540.85,21522.93,21543.23,196
2022-08-25 05:00:00,21540.83,21543.83,21533.3,21562.81,197
2022-08-25 05:05:00,21543.32,21531.27,21531.15,21553.33,198
2022-08-25 05:10:00,21533.26,21547.49,21529.14,21551.54,199
2022-08-25 05:15:00,21547.55,21553.81,21536.84,21556.69,200
2022-08-25 05:20:00,21553.09,21539.97,21533.08,21560.23,201
2022-08-25 05:25:00,21541.32,21532.44,21521.79,21549.03,202
2022-08-25 05:30:00,21530.69,21502.07,21500.0,21533.05,203
2022-08-25 05:35:00,21501.96,21505.92,21492.69,21514.6,204
2022-08-25 05:40:00,21505.95,21534.03,21501.57,21534.45,205
2022-08-25 05:45:00,21533.86,21553.56,21529.39,21568.82,206
2022-08-25 05:50:00,21551.48,21573.82,21547.28,21590.61,207
2022-08-25 05:55:00,21574.45,21560.14,21555.49,21574.99,208
2022-08-25 06:00:00,21560.14,21559.64,21549.31,21580.58,209
2022-08-25 06:05:00,21561.91,21563.85,21558.58,21579.58,210
2022-08-25 06:10:00,21564.16,21596.0,21562.0,21596.06,211
2022-08-25 06:15:00,21594.62,21705.76,21590.55,21733.4,212
2022-08-25 06:20:00,21706.93,21676.61,21661.63,21748.12,213
2022-08-25 06:25:00,21671.65,21645.12,21637.65,21695.18,214
2022-08-25 06:30:00,21647.39,21708.72,21643.64,21716.7,215
2022-08-25 06:35:00,21710.27,21676.13,21659.05,21715.71,216
2022-08-25 06:40:00,21678.48,21711.78,21669.71,21715.79,217
2022-08-25 06:45:00,21712.71,21687.24,21675.68,21734.08,218
2022-08-25 06:50:00,21686.47,21703.8,21673.6,21706.27,219
2022-08-25 06:55:00,21702.38,21689.06,21681.06,21704.01,220
2022-08-25 07:00:00,21689.38,21711.85,21670.46,21716.92,221
2022-08-25 07:05:00,21709.99,21731.52,21687.48,21759.43,222
2022-08-25 07:10:00,21730.28,21737.79,21715.62,21755.61,223
2022-08-25 07:15:00,21735.32,21732.14,21708.93,21753.39,224
2022-08-25 07:20:00,21733.89,21715.37,21704.6,21733.9,225
2022-08-25 07:25:00,21715.37,21714.56,21696.62,21731.93,226
2022-08-25 07:30:00,21713.94,21691.82,21686.21,21717.28,227
2022-08-25 07:35:00,21691.42,21716.45,21683.4,21717.9,228
2022-08-25 07:40:00,21719.0,21722.78,21710.28,21750.55,229
2022-08-25 07:45:00,21722.79,21731.18,21717.36,21745.52,230
2022-08-25 07:50:00,21731.23,21724.03,21721.67,21762.0,231
2022-08-25 07:55:00,21722.81,21742.88,21716.42,21747.0,232
2022-08-25 08:00:00,21741.33,21761.86,21734.76,21783.75,233
2022-08-25 08:05:00,21764.1,21770.48,21759.45,21814.68,234
2022-08-25 08:10:00,21769.99,21749.92,21748.86,21818.32,235
2022-08-25 08:15:00,21749.8,21729.09,21700.97,21757.54,236
2022-08-25 08:20:00,21727.6,21729.91,21722.48,21755.14,237
2022-08-25 08:25:00,21730.85,21729.52,21708.38,21748.31,238
2022-08-25 08:30:00,21729.36,21715.21,21710.23,21740.78,239
2022-08-25 08:35:00,21713.22,21723.51,21702.67,21732.84,240
2022-08-25 08:40:00,21723.91,21707.18,21699.94,21738.7,241
2022-08-25 08:45:00,21707.18,21716.38,21699.27,21720.5,242
2022-08-25 08:50:00,21718.03,21685.31,21685.31,21722.45,243
2022-08-25 08:55:00,21685.38,21685.18,21679.19,21703.55,244
2022-08-25 09:00:00,21684.98,21688.65,21677.36,21708.15,245
2022-08-25 09:05:00,21687.23,21680.42,21674.53,21712.3,246
2022-08-25 09:10:00,21680.12,21673.27,21664.65,21684.4,247
2022-08-25 09:15:00,21673.89,21667.68,21659.51,21676.98,248
2022-08-25 09:20:00,21668.75,21671.43,21664.89,21691.96,249
2022-08-25 09:25:00,21672.21,21653.53,21648.03,21675.72,250
2022-08-25 09:30:00,21651.57,21648.38,21630.72,21665.44,251
2022-08-25 09:35:00,21647.55,21648.2,21639.54,21664.37,252
2022-08-25 09:40:00,21648.97,21685.45,21639.6,21690.05,253
2022-08-25 09:45:00,21685.27,21667.69,21660.57,21695.89,254
2022-08-25 09:50:00,21666.47,21701.65,21659.7,21718.84,255
2022-08-25 09:55:00,21701.65,21702.61,21694.0,21722.75,256
2022-08-25 10:00:00,21704.41,21678.55,21673.1,21716.06,257
2022-08-25 10:05:00,21678.12,21684.97,21669.16,21690.81,258
2022-08-25 10:10:00,21683.82,21708.45,21680.73,21711.94,259
2022-08-25 10:15:00,21708.45,21693.92,21684.44,21710.67,260
2022-08-25 10:20:00,21694.59,21707.4,21689.04,21718.84,261
2022-08-25 10:25:00,21704.95,21709.5,21698.11,21711.59,262
2022-08-25 10:30:00,21709.5,21713.54,21683.1,21714.6,263
2022-08-25 10:35:00,21712.88,21701.66,21684.13,21715.75,264
2022-08-25 10:40:00,21701.04,21704.17,21687.01,21710.35,265
2022-08-25 10:45:00,21704.1,21660.72,21659.68,21705.85,266
2022-08-25 10:50:00,21662.95,21629.89,21611.74,21668.04,267
2022-08-25 10:55:00,21629.01,21619.83,21618.0,21645.82,268
2022-08-25 11:00:00,21618.48,21640.75,21610.0,21643.66,269
2022-08-25 11:05:00,21638.58,21651.65,21633.18,21658.21,270
2022-08-25 11:10:00,21653.72,21699.88,21650.32,21703.16,271
2022-08-25 11:15:00,21698.58,21689.9,21676.13,21726.72,272
2022-08-25 11:20:00,21688.24,21693.68,21665.95,21697.43,273
2022-08-25 11:25:00,21693.89,21707.37,21692.74,21716.3,274
2022-08-25 11:30:00,21709.18,21684.01,21677.39,21712.8,275
2022-08-25 11:35:00,21684.84,21705.95,21683.84,21712.03,276
2022-08-25 11:40:00,21706.44,21694.68,21686.26,21716.55,277
2022-08-25 11:45:00,21694.82,21710.48,21684.04,21717.17,278
2022-08-25 11:50:00,21708.46,21708.98,21702.21,21724.75,279
2022-08-25 11:55:00,21711.69,21720.19,21707.52,21738.24,280
2022-08-25 12:00:00,21721.67,21737.99,21710.66,21778.57,281
2022-08-25 12:05:00,21739.35,21716.86,21708.9,21747.07,282
2022-08-25 12:10:00,21717.36,21696.7,21694.41,21725.42,283
2022-08-25 12:15:00,21696.51,21664.39,21654.45,21697.17,284
2022-08-25 12:20:00,21663.73,21657.38,21638.5,21671.5,285
2022-08-25 12:25:00,21654.71,21665.6,21644.25,21679.09,286
2022-08-25 12:30:00,21665.64,21665.95,21619.97,21678.15,287
2022-08-25 12:35:00,21666.02,21730.71,21662.07,21734.85,288
